经济性得分,车贷占收入比,房贷占收入比,电池技术性能得分,个人年收入,家庭成员数,最高学历,品牌类型,动力性表现得分,舒适性得分,家庭可支配收入,家庭年收入,安全性表现得分,出生年,单位性质,工作年限,驾龄,配置与质量品质得分,居住时间,驾驶操控性表现得分,外观内饰得分,婚姻类型,居住区域类型,职位类型,户口类型,子女数,购买意愿
74.19740745,13,15,83.01254388,13,3,5,2,80.61407893,82.90834999,15,19,82.34799348,1982,7,14,8,78.11402303,37,77.44518886,79.93336716,5,1,9,2,1,0.0 
77.80531758,10,25,78.91791644,10,3,6,2,77.76249789,77.80346762,9,18,77.76704377,1990,5,6,4,77.76472787,15,77.77367433,77.77433233,5,1,5,2,1,0.0 
74.05246448,0,0,73.14562219,11,5,5,2,74.21194065,76.54043924,12,18,77.76704377,1987,4,8,7,81.44178887,13,72.48648275,77.77433233,6,2,6,1,1,0.0 
88.91893392,0,0,88.92278981,11,3,6,2,85.79393203,86.89237296,18,20,88.87519312,1991,4,4,5,88.87254642,10,88.88277078,84.44443909,2,1,4,1,0,1.0 
85.16608081,0,0,88.92278981,12,3,6,2,88.86999791,88.91681971,15,20,88.87519312,1988,6,8,7,88.87254642,31,88.88277078,88.88352277,5,1,2,2,1,1.0 
74.19740745,13,0,75.56255577,11,5,5,2,82.24337479,73.78115606,8,20,70.81797534,1982,3,15,8,63.32914348,38,83.5955792,75.4452577,6,4,5,2,1,0.0 
74.19740745,0,17,73.53167864,22,4,5,2,74.74666256,74.79923276,25,29,77.76704377,1987,4,9,10,74.43696203,33,75.02696464,73.38427443,5,1,2,2,2,0.0 
85.16608081,7,30,82.10180278,11,5,4,2,82.7780967,81.09094276,10,20,81.92612469,1984,5,13,16,85.54478058,35,83.5955792,82.34645282,6,2,5,2,1,0.0 
81.55817068,10,10,85.04342101,14,5,4,2,82.6138424,85.91258485,15,20,78.24065607,1985,4,12,3,84.76955472,5,86.13606108,77.58024696,6,1,2,1,1,0.0 
70.44455435,5,16,81.68806034,16,3,6,2,77.82272845,73.25296411,12,26,74.50344395,1989,3,7,10,73.66173617,30,75.02696464,82.16439024,6,2,5,2,1,0.0 
70.44455435,8,18,74.25484708,30,2,5,2,72.91115339,74.51599249,28,40,81.45251238,1989,4,10,7,70.75990103,8,75.02696464,68.76312816,3,1,1,1,0,0.0 
77.80531758,0,20,81.50567488,25,5,6,2,77.76249789,77.80346762,21,34,77.76704377,1982,6,10,6,77.76472787,6,77.77367433,77.77433233,6,1,2,2,1,0.0 
48.21069634,0,20,74.66858952,11,3,6,2,64.87971925,62.15171372,15,30,60.12875725,1985,3,10,12,67.00620448,10,53.0102406,57.71293404,5,2,2,2,1,0.0 
74.05246448,0,25,72.82009786,9,3,5,2,69.89531806,68.60380241,12,19,74.08157516,1980,3,15,4,78.53995373,25,83.06086591,73.20221184,5,2,6,2,1,0.0 
74.05246448,0,0,66.69459328,12,3,6,2,69.89531806,67.95314392,14,18,66.65889442,1988,6,8,8,66.65690932,31,71.95176946,68.76312816,5,1,3,2,1,0.0 
66.54338037,3,35,78.54795832,12,5,3,2,74.68643201,61.86847345,13,18,77.76704377,1980,4,16,10,77.76472787,39,74.69847916,66.66514189,6,1,4,2,1,0.0 
66.69170125,0,0,75.96019988,9,5,3,2,74.68643201,76.54043924,15,18,81.45251238,1986,1,12,6,77.76472787,34,77.44518886,68.94519074,6,2,7,2,1,0.0 
88.91893392,0,0,82.22884332,10,3,6,2,88.86999791,88.91681971,11,17,88.87519312,1988,4,6,8,88.87254642,31,88.88277078,88.88352277,5,1,2,2,1,0.0 
85.16608081,0,50,78.11811755,20,5,6,2,77.53801304,72.00203742,12,25,74.97705625,1980,4,20,20,80.66656302,40,77.44518886,73.52933401,6,2,4,2,2,0.0 
66.83664422,11,30,71.35766264,15,4,5,2,69.8350875,70.24872925,13,30,71.23984413,1990,5,7,8,75.21218788,6,72.48648275,77.77433233,5,1,2,2,2,0.0 
77.80531758,0,0,77.21256364,20,3,5,2,80.61407893,80.95675095,25,35,81.03064359,1989,3,7,8,73.66173617,25,78.30838762,77.90736913,5,2,4,1,1,0.0 
81.55817068,5,15,84.32025257,30,3,6,2,82.6138424,85.54516664,30,40,81.45251238,1985,6,12,8,81.86771957,10,83.5955792,82.20139323,5,1,7,1,1,0.0 
59.33093802,0,0,73.2061543,15,5,5,2,69.73106376,67.95314392,15,40,70.34436303,1986,6,14,10,70.75990103,33,57.76470989,71.23726238,6,1,2,2,1,0.0 
77.80531758,7,25,77.80869155,30,3,4,2,85.62967773,82.83214924,20,40,77.76704377,1984,4,12,5,85.19548542,15,88.88277078,77.77433233,5,1,3,1,1,0.0 
74.05246448,40,20,79.45351223,8,5,5,2,73.9874558,78.97021637,8,10,67.08076321,1977,3,19,10,66.30761417,42,79.98567074,69.13927611,6,2,6,2,1,0.0 
74.05246448,55,0,73.38853977,6,4,8,2,76.46171063,80.47857286,3,10,73.18609406,1984,3,10,9,77.76472787,10,75.02696464,77.76230954,5,1,6,2,2,0.0 
81.55817068,10,40,75.36407197,7,4,6,2,83.85439911,71.324797,7,12,77.76704377,1980,3,16,15,81.09249372,10,75.56167793,75.4452577,5,3,4,2,2,0.0 
85.16608081,15,25,83.39341314,8,6,5,2,80.83856378,82.83214924,8,12,81.92612469,1985,3,12,1,84.76955472,20,86.13606108,86.60347392,6,1,2,1,2,0.0 
85.16608081,7,32,81.68806034,13,3,5,2,84.07888396,81.09094276,12,24,77.76704377,1989,3,9,10,81.86771957,20,83.5955792,82.34645282,6,1,5,1,1,0.0 
77.66037461,0,20,78.73034378,8,4,5,2,76.46171063,72.12412753,10,16,74.08157516,1993,4,5,3,77.76472787,4,77.77367433,64.56715562,4,2,5,1,0,0.0 
77.80531758,10,30,67.98620364,9,1,6,2,79.70203081,77.76555546,12,18,85.1897245,1992,4,6,6,81.44178887,5,88.88277078,84.44443909,1,2,7,1,0,0.0 
77.80531758,10,35,80.38035166,9,3,6,2,85.62967773,79.06649601,7,16,81.45251238,1986,5,11,4,84.76955472,12,83.06086591,77.77433233,5,2,4,2,1,0.0 
70.44455435,10,30,74.25484708,10,2,6,2,74.74666256,70.06176861,12,16,74.08157516,1992,4,6,6,74.43696203,6,77.77367433,71.23726238,3,2,7,1,0,0.0 
77.80531758,6,11,75.59024176,11,3,4,2,77.76249789,77.80346762,14,19,77.76704377,1989,3,8,6,77.76472787,30,77.77367433,77.77433233,5,1,7,2,1,0.0 
81.55817068,6,20,85.04342101,9,2,6,2,83.85439911,85.62934458,9,15,85.1897245,1996,4,3,4,85.54478058,3,83.5955792,86.59145113,3,1,4,1,0,0.0 
66.69170125,10,40,66.69459328,12,3,6,2,66.65499787,66.69011554,7,19,66.65889442,1988,6,9,5,70.75990103,10,71.95176946,68.94519074,5,1,4,1,1,0.0 
74.19740745,11,15,82.64258577,12,3,5,2,76.35768688,80.00837195,13,17,81.50425589,1981,5,15,11,81.09249372,38,77.44518886,82.20139323,5,1,4,2,1,0.0 
77.80531758,0,0,78.91791644,12,3,6,2,77.76249789,77.80346762,15,19,77.76704377,1988,6,7,7,77.76472787,31,77.77367433,77.77433233,5,2,7,2,1,0.0 
48.21069634,10,25,78.20633566,10,4,6,2,87.09471929,75.66788457,19,27,74.55518746,1991,5,6,9,70.33397033,28,79.98567074,77.58024696,4,2,4,2,0,0.0 
66.54338037,10,30,72.26155274,8,4,5,2,66.71522843,73.27639603,12,25,70.81797534,1990,4,6,5,66.23097863,20,61.1686862,75.48226069,4,2,8,1,0,0.0 
59.33093802,20,30,52.02345177,10,2,6,2,55.54749785,56.83979183,7,20,58.81434489,1993,4,4,4,66.65690932,5,58.30219113,57.84802309,3,2,8,1,0,0.0 
88.91893392,12,30,87.81356492,13,3,5,2,80.83856378,88.91681971,10,24,77.76704377,1984,3,12,15,81.86771957,20,83.06086591,82.16439024,6,2,5,1,1,0.0 
81.55817068,10,0,81.68806034,11,4,6,2,83.85439911,80.04628412,24,28,81.03064359,1993,4,5,7,70.33397033,27,83.5955792,82.34645282,5,1,5,2,1,0.0 
74.05246448,10,20,67.62143271,6,2,5,2,76.15147357,71.324797,26,36,67.08076321,1992,3,3,5,70.75990103,20,61.04890083,71.17621382,3,1,2,1,0,0.0 
63.08379112,10,30,79.83956868,11,4,4,2,65.04397355,74.51599249,20,30,69.92249424,1990,6,7,10,74.08766687,14,69.73977306,68.5690428,4,1,4,1,0,0.0 
66.69170125,0,30,62.40148204,5,4,5,2,68.43027649,62.99731003,25,30,66.65889442,1981,4,17,2,66.65690932,20,66.66457788,66.66514189,5,3,4,1,2,0.0 
88.91893392,8,0,79.83956868,15,4,6,2,84.01865341,81.45836097,26,30,84.7161122,1994,3,4,7,84.76955472,26,86.13606108,82.16439024,2,1,7,2,0,0.0 
81.55817068,0,0,74.12780654,7,3,6,2,79.0030546,75.77902087,10,11,81.03064359,1984,4,17,2,74.43696203,36,80.84886951,77.77433233,5,1,8,2,1,0.0 
77.80531758,15,25,77.80869155,8,6,6,2,77.76249789,75.41160266,9,12,74.50344395,1981,3,15,1,77.76472787,24,77.77367433,75.48226069,6,1,4,1,2,0.0 
66.69170125,8,21,82.4717609,8,3,6,2,74.52217771,74.79923276,10,13,77.76704377,1985,6,9,11,70.75990103,11,71.95176946,73.20221184,5,2,5,1,1,0.0 
70.44455435,0,0,71.29713052,10,4,5,2,74.74666256,73.34924375,15,19,74.50344395,1992,4,4,3,74.43696203,27,75.02696464,75.67634606,4,1,8,2,0,0.0 
74.19740745,5,10,77.24024964,15,4,6,2,77.59824359,78.17088584,12,18,78.66252487,1987,6,9,10,78.19065857,33,72.48648275,77.58024696,5,2,4,2,2,0.0 
74.05246448,10,10,72.40635542,10,1,5,2,72.74689909,71.51175763,10,15,66.65889442,1985,3,12,10,77.76472787,35,69.41128758,68.76312816,1,1,4,2,0,0.0 
70.44455435,0,0,82.64258577,12,4,5,2,79.53777651,75.3736905,13,19,78.18891256,1986,3,9,6,81.09249372,14,72.48648275,77.76230954,6,3,4,1,1,0.0 
85.16608081,6,30,74.25484708,8,4,6,2,85.85416258,83.19956745,5,16,77.76704377,1986,4,8,5,77.76472787,34,83.06086591,77.78635512,5,1,4,2,2,0.0 
70.44455435,30,20,70.57396208,7,3,6,2,68.43027649,76.67463104,6,19,69.92249424,1994,3,4,4,74.43696203,6,72.48648275,64.19100768,5,2,3,2,1,0.0 
88.91893392,0,30,79.83956868,8,5,6,2,77.70226734,84.46259583,10,20,81.45251238,1990,6,7,5,81.44178887,10,83.06086591,86.59145113,6,2,5,2,1,0.0 
70.44455435,9,30,67.62143271,14,3,5,2,66.65499787,70.09968078,10,20,77.76704377,1994,3,3,8,66.23097863,26,61.3773863,75.49428348,5,2,8,2,1,0.0 
70.44455435,0,35,69.65230984,15,3,5,2,69.6708332,73.25296411,20,29,70.81797534,1982,5,15,14,74.08766687,38,72.48648275,73.38427443,5,2,3,2,1,0.0 
70.44455435,0,0,70.57396208,10,4,6,2,74.74666256,74.51599249,16,20,74.08157516,1989,7,8,6,70.75990103,8,75.02696464,80.23644376,5,1,9,2,2,0.0 
70.44455435,5,10,73.92932275,12,3,5,2,72.91115339,78.56488599,15,20,81.45251238,1995,4,4,4,73.66173617,4,69.41128758,73.38427443,5,3,7,1,1,0.0 
77.80531758,5,30,78.00717534,7,5,5,2,87.15494985,83.81193735,17,20,89.77067421,1982,3,20,15,74.86289273,25,86.13606108,80.0053554,6,1,2,2,1,0.0 
62.93884815,20,30,84.13267991,15,3,5,2,72.80712964,76.06226115,15,25,74.08157516,1990,5,8,3,81.09249372,5,66.66457788,68.95721353,5,1,4,1,1,0.0 
51.82185391,10,30,67.08064973,13,5,6,2,66.26334214,65.38917499,21,30,59.70982599,1986,5,12,12,58.87685662,33,61.3773863,73.38427443,6,1,2,2,1,0.0 
85.16608081,12,25,87.87409703,25,4,5,2,90.27480892,88.6714916,20,30,85.6115933,1980,6,16,9,77.68809233,7,91.95796595,93.26155789,6,1,1,1,1,0.0 
81.55817068,0,15,84.32025257,18,3,6,2,85.85416258,82.21977934,29,35,85.1897245,1993,4,3,6,85.54478058,11,83.5955792,84.44443909,2,1,8,1,0,0.0 
88.91893392,0,0,85.78268779,20,6,6,2,90.17078518,83.48280772,15,30,82.34799348,1990,7,7,8,76.98950202,8,83.5955792,86.60347392,6,2,9,2,2,1.0 
88.91893392,0,0,87.81356492,25,6,6,2,87.09471929,86.89237296,15,30,93.03427403,1992,4,5,5,88.87254642,8,80.52038403,88.88352277,5,2,8,1,2,1.0 
70.44455435,5,30,74.12780654,20,1,6,2,77.76249789,80.23324475,15,30,81.45251238,1990,7,8,10,74.43696203,30,80.52038403,73.33524865,1,2,9,2,0,0.0 
77.80531758,0,10,77.80869155,25,3,5,2,77.76249789,77.80346762,25,30,77.76704377,1980,3,17,15,77.76472787,25,77.77367433,77.77433233,5,1,2,1,1,0.0 
85.16608081,5,10,79.83956868,31,4,4,2,79.31329166,79.43391422,31,35,88.87519312,1983,5,16,16,74.08766687,37,83.06086591,73.33524865,6,1,1,2,1,0.0 
81.55817068,0,40,71.68318697,18,3,6,2,77.70226734,80.23324475,15,35,77.76704377,1991,2,5,5,81.09249372,8,66.66457788,73.20221184,5,1,2,1,1,0.0 
74.19740745,10,30,70.57396208,14,3,5,2,72.91115339,77.80346762,12,30,74.50344395,1992,3,4,5,74.08766687,10,77.77367433,71.0551998,5,1,4,2,1,0.0 
85.16608081,10,30,78.85738432,25,5,5,2,82.38935755,82.10864303,15,30,74.97705625,1988,7,9,5,70.75990103,8,79.98567074,84.49346486,6,1,9,2,1,0.0 
85.16608081,20,30,91.19658452,15,5,6,2,81.00281808,81.45836097,9,32,77.76704377,1990,5,6,6,81.86771957,9,83.06086591,82.34645282,6,1,3,2,1,0.0 
74.05246448,0,20,72.9471384,8,5,5,2,68.43027649,79.82791437,7,14,77.76704377,1972,4,26,3,81.86771957,16,74.69847916,77.77433233,6,2,4,2,1,0.0 
70.29961138,25,30,75.77781441,15,2,6,2,69.8350875,69.88131103,5,23,74.08157516,1989,4,8,6,63.32914348,12,66.66457788,64.37307026,3,2,2,2,0,0.0 
40.5632946,0,30,59.00398581,19,6,5,2,72.06459651,66.23363446,19,24,82.76986227,1986,4,14,1,56.2446858,34,68.87657429,68.83112083,6,1,1,2,3,0.0 
66.69170125,0,0,66.69459328,15,5,6,2,72.97138394,69.11989267,10,20,70.34436303,1992,7,6,8,66.65690932,28,69.73977306,66.66514189,6,2,9,2,1,0.0 
85.16608081,0,30,95.04829439,14,5,6,2,88.86999791,94.49988017,12,27,92.13879294,1987,3,9,3,95.87737327,9,91.62948048,88.88352277,6,2,5,1,1,0.0 
70.44455435,0,0,77.0855231,25,1,6,2,77.82272845,80.23324475,20,30,81.45251238,1994,4,6,6,78.53995373,26,77.77367433,82.16439024,1,1,5,2,0,0.0 
55.57808492,10,20,75.17649932,40,5,5,2,57.32277647,64.09121106,45,70,52.28420772,1988,4,10,5,66.65690932,10,69.41128758,66.66514189,6,3,1,1,1,0.0 
70.44455435,0,0,66.82163382,12,5,6,2,71.56657293,66.07774564,11,16,77.76704377,1990,5,6,7,74.43696203,30,72.48648275,75.49428348,6,3,2,2,1,0.0 
77.80531758,8,12,85.04342101,7,3,5,2,82.55361184,78.45412611,12,16,85.6115933,1989,5,8,7,81.86771957,15,86.13606108,77.77433233,5,1,8,1,1,0.0 
85.16608081,5,20,71.29713052,10,3,5,2,72.74689909,73.53620438,10,15,77.76704377,1993,5,5,2,81.09249372,27,72.48648275,75.48226069,2,2,8,2,0,0.0 
51.96354944,16,40,64.92041733,15,5,5,2,56.67951633,67.61847424,9,24,69.92249424,1980,4,16,15,74.51359757,40,74.49225134,69.31945031,6,2,4,2,1,0.0 
70.44455435,0,0,72.66537132,55,1,6,2,74.52217771,77.80346762,45,60,81.03064359,1993,4,6,6,77.76472787,26,80.84886951,77.77433233,1,1,4,2,0,0.0 
77.80531758,0,0,88.38200683,21,5,5,2,79.53777651,89.67823808,23,33,96.71974265,1984,5,14,4,84.76955472,12,85.80757561,77.77433233,6,2,4,2,1,0.0 
77.80531758,0,20,78.91791644,5,3,4,2,77.76249789,79.06649601,5,10,77.76704377,1991,4,9,3,77.76472787,3,77.77367433,77.77433233,5,5,8,1,1,0.0 
74.05246448,5,25,82.79728523,14,3,5,2,72.91115339,77.80346762,14,25,77.76704377,1989,5,7,6,76.98950202,30,72.48648275,71.23726238,5,1,7,2,1,0.0 
88.91893392,5,30,85.96507325,10,5,6,2,88.86999791,84.64955647,10,20,81.92612469,1995,6,3,2,85.54478058,5,85.80757561,84.31140228,6,3,7,1,1,0.0 
70.44455435,25,0,71.17527717,8,3,6,2,75.82296497,76.06226115,12,23,81.03064359,1990,3,8,10,70.33397033,30,72.48648275,75.43323492,5,1,7,2,1,0.0 
85.31102379,10,30,74.31537919,9,3,6,2,79.06328516,74.65018429,15,32,74.97705625,1992,4,5,5,67.00620448,28,88.88277078,71.23726238,5,1,8,2,1,0.0 
81.55817068,13,15,83.93419612,7,6,6,2,85.79393203,83.19956745,9,12,81.92612469,1993,3,5,8,77.33879717,27,83.06086591,82.16439024,6,3,5,2,2,0.0 
74.05246448,25,20,78.53185999,10,5,5,2,66.65499787,79.79000221,6,18,81.92612469,1972,4,25,3,81.09249372,22,75.02696464,82.15236745,6,2,5,2,1,0.0 
77.80531758,10,30,77.80869155,15,5,4,2,77.76249789,77.80346762,10,20,77.76704377,1980,1,20,20,77.76472787,40,77.77367433,77.77433233,6,1,2,2,1,0.0 
77.80531758,13,38,77.80869155,9,3,6,2,77.76249789,77.80346762,8,27,77.76704377,1991,4,5,5,77.76472787,29,83.06086591,73.33524865,5,1,7,2,1,0.0 
77.80531758,5,10,76.69946665,10,3,5,2,77.76249789,77.80346762,10,15,77.76704377,1989,3,7,5,77.76472787,30,77.77367433,77.77433233,5,1,4,2,1,0.0 
81.55817068,5,15,77.80869155,13,3,6,2,77.76249789,77.80346762,12,19,77.76704377,1982,6,13,13,77.76472787,38,77.77367433,77.77433233,5,1,4,2,1,0.0 
85.16608081,50,0,82.79728523,8,3,6,2,77.59824359,79.31182411,3,12,76.44969388,1990,2,8,10,78.53995373,30,80.84886951,81.97030487,5,1,3,2,1,0.0 
74.05246448,40,0,89.10517527,13,3,6,2,87.09471929,81.45836097,18,25,84.7161122,1986,4,11,10,81.09249372,33,85.80757561,91.16357162,5,1,2,2,1,0.0 
66.69170125,0,20,72.27931487,16,3,6,2,66.65499787,72.12412753,18,25,70.81797534,1991,4,4,5,73.66173617,13,74.69847916,77.77433233,2,1,4,1,0,0.0 
81.55817068,0,0,72.09692941,25,1,5,2,75.98721927,75.77902087,20,30,81.03064359,1993,4,6,6,74.43696203,26,75.23319245,77.77433233,1,1,8,2,0,0.0 
74.19740745,20,20,77.80869155,18,3,6,2,73.05713614,74.43181455,10,30,71.23984413,1990,3,7,10,81.86771957,30,71.62328399,75.49428348,5,1,3,2,1,0.0 
70.44455435,0,0,75.23703143,65,3,6,2,79.06328516,66.69011554,56,70,74.50344395,1993,3,6,6,74.01103133,26,78.30838762,77.71328377,5,1,4,2,1,0.0 
77.80531758,0,0,74.12780654,65,1,4,2,77.76249789,70.38292105,45,70,78.66252487,1993,4,5,5,70.33397033,6,77.77367433,77.77433233,1,2,8,1,0,0.0 
74.05246448,0,0,75.96019988,65,1,6,2,77.76249789,71.51175763,56,70,77.29343146,1994,4,6,6,71.10919618,26,75.02696464,73.15318607,1,1,8,2,0,0.0 
77.80531758,0,0,76.69946665,75,1,6,2,77.82272845,77.80346762,55,80,81.03064359,1993,4,6,6,81.09249372,26,80.84886951,77.90736913,1,1,8,2,0,0.0 
77.80531758,0,0,77.80869155,55,1,6,2,80.83856378,79.06649601,45,60,74.50344395,1993,4,6,6,77.76472787,26,77.77367433,82.34645282,1,1,8,2,0,0.0 
66.69170125,16,0,64.12293317,15,2,8,2,63.63916254,69.11989267,10,20,66.65889442,1987,3,10,9,59.22615178,10,66.66457788,66.66514189,3,1,2,2,0,0.0 
81.55817068,6,21,82.41122879,19,3,5,2,84.07888396,80.19533259,16,27,81.45251238,1989,4,6,6,81.86771957,31,77.77367433,75.48226069,5,1,4,2,1,0.0 
77.80531758,0,20,79.83956868,5,5,5,2,77.76249789,79.06649601,4,9,81.92612469,1985,4,12,7,77.76472787,29,77.77367433,79.86029581,6,2,2,2,1,0.0 
81.55817068,10,10,85.96507325,20,3,4,2,82.7780967,84.46259583,18,30,85.6115933,1988,7,7,6,81.44178887,12,83.06086591,84.49346486,5,3,9,2,1,0.0 
85.16608081,0,0,92.47663427,5,5,6,2,83.85439911,79.62087486,7,15,81.45251238,1993,6,3,5,74.08766687,26,72.48648275,77.77433233,6,2,8,2,1,1.0 
81.55817068,0,20,85.24190481,11,5,5,2,82.6138424,83.48280772,10,16,84.7161122,1987,6,10,5,81.09249372,18,80.52038403,82.39547859,5,3,4,1,2,0.0 
66.69170125,5,20,64.12293317,5,3,5,2,63.63916254,59.99307516,9,15,66.65889442,1989,3,5,5,62.55391762,15,61.3773863,59.94600936,5,1,2,1,1,0.0 
77.80531758,0,0,78.91791644,20,6,5,2,77.76249789,81.85236112,23,30,77.76704377,1979,4,20,12,77.76472787,20,77.77367433,77.77433233,6,2,1,2,3,0.0 
77.80531758,6,11,73.2061543,21,3,6,2,74.74666256,73.34924375,16,25,67.55437552,1990,4,5,5,74.86289273,30,69.73977306,68.77515095,5,2,2,2,1,0.0 
62.93884815,0,20,73.92932275,7,3,6,2,60.39884236,64.58149085,9,20,70.81797534,1992,8,6,5,67.00620448,5,68.87657429,82.21341601,5,1,10,1,1,0.0 
77.80531758,10,40,73.7140641,10,3,5,2,77.70226734,79.43391422,12,20,85.1897245,1984,4,13,5,85.54478058,12,83.06086591,82.34645282,5,2,7,1,1,0.0 
77.80531758,13,15,73.92932275,23,5,6,2,74.52217771,75.77902087,19,35,77.76704377,1982,3,16,13,70.75990103,38,69.41128758,73.38427443,6,2,4,2,1,0.0 
88.91893392,10,10,83.21102768,20,3,4,2,85.62967773,85.62934458,26,30,85.6115933,1989,7,6,5,84.76955472,12,86.13606108,82.16439024,5,3,9,2,1,0.0 
66.69170125,5,50,66.69459328,10,3,6,2,67.95578514,66.69011554,7,22,66.65889442,1990,3,5,5,66.65690932,12,69.41128758,68.94519074,5,1,4,1,1,0.0 
99.0325502,0,0,87.2843696,16,3,5,2,78.23698925,83.11538951,17,28,84.7161122,1982,3,13,12,89.22184158,18,77.97990215,93.31058366,5,1,6,2,1,1.0 
92.67178702,8,22,88.38200683,5,2,5,2,82.942351,77.39813725,16,20,85.1897245,1991,3,9,8,81.86771957,9,94.70467565,80.19944077,3,1,2,2,0,0.0 
85.16608081,10,10,85.04342101,25,4,3,2,85.62967773,85.62934458,25,30,88.87519312,1985,7,12,9,84.76955472,16,88.88277078,84.31140228,4,3,9,2,0,1.0 
63.08379112,20,15,77.80869155,8,6,5,2,71.50634238,72.36945563,5,13,77.76704377,1983,5,11,9,73.66173617,15,72.48648275,75.67634606,6,2,6,1,2,0.0 
66.69170125,0,0,87.81356492,8,3,6,2,74.68643201,82.62510972,10,19,77.76704377,1992,3,4,2,74.43696203,27,75.02696464,68.94519074,2,1,8,2,0,0.0 
74.05246448,0,0,77.99107701,15,4,4,2,69.73106376,74.7613206,25,30,74.50344395,1985,4,13,13,66.23097863,35,64.124096,73.34727143,5,1,2,2,2,0.0 
66.69170125,0,20,64.12293317,10,2,6,2,63.10284272,66.69011554,10,15,66.65889442,1988,3,10,6,63.32914348,15,66.66457788,66.66514189,3,2,3,2,0,0.0 
85.16608081,5,20,86.70434003,8,4,5,2,87.09471929,79.82791437,15,20,88.87519312,1996,5,4,1,85.54478058,10,86.13606108,86.59145113,4,3,7,2,0,0.0 
85.16608081,0,0,93.52532705,8,3,6,2,88.80976736,93.22199512,16,23,96.29787385,1979,4,19,18,92.20031227,25,94.16996236,91.0425576,5,1,2,2,1,1.0 
77.80531758,13,18,77.80869155,6,2,5,2,77.76249789,77.80346762,8,10,77.76704377,1990,7,10,8,77.76472787,10,77.77367433,77.77433233,3,2,9,1,0,0.0 
81.55817068,0,0,82.79728523,20,3,5,2,81.00281808,79.47182639,20,25,84.7161122,1980,4,15,20,78.11402303,40,83.06086591,79.88434139,5,2,2,2,1,0.0 
85.16608081,0,0,88.53673336,30,5,4,2,87.7936955,83.92605026,30,35,92.56066173,1980,4,16,20,84.76955472,40,77.77367433,88.87149998,6,2,2,2,1,1.0 
77.80531758,0,20,82.4717609,12,4,4,2,79.53777651,83.52071989,11,18,85.6115933,1984,2,12,9,81.09249372,36,86.13606108,82.16439024,5,1,4,2,2,0.0 
77.80531758,0,12,64.66371615,10,3,6,2,77.59824359,74.51599249,13,18,77.76704377,1984,4,10,7,77.76472787,21,77.77367433,79.8723186,5,1,5,1,1,0.0 
74.05246448,11,35,72.09692941,6,4,5,2,74.52217771,74.79923276,7,20,77.76704377,1982,7,13,10,70.75990103,37,75.02696464,64.37307026,5,1,9,2,2,0.0 
74.05246448,20,20,73.92932275,17,3,5,2,72.91115339,69.0819805,12,29,74.50344395,1985,4,10,10,73.66173617,30,75.02696464,73.20221184,5,1,2,2,1,0.0 
70.44455435,0,0,73.92932275,25,2,4,2,72.91115339,76.90785746,25,30,74.08157516,1985,3,12,13,84.76955472,35,83.5955792,82.34645282,3,1,5,2,0,0.0 
92.67178702,5,36,85.22580648,18,4,6,2,88.93022847,94.49988017,14,34,88.87519312,1985,4,16,9,77.76472787,35,91.62948048,88.6894374,5,3,5,2,1,0.0 
70.44455435,0,0,73.2061543,10,5,5,2,77.76249789,74.79923276,14,18,77.76704377,1988,2,11,5,77.76472787,12,77.77367433,79.8723186,6,1,4,2,1,0.0 
59.33093802,10,30,77.06942477,12,4,4,2,61.63939907,67.09544592,10,16,74.50344395,1982,4,15,4,62.97984832,8,64.45258148,57.83600031,5,1,2,1,2,0.0 
66.69170125,0,0,66.28085084,10,3,5,2,82.7780967,76.39139077,8,19,84.7161122,1986,6,9,1,77.41543272,19,75.02696464,79.7392818,5,1,6,1,1,0.0 
70.44455435,5,20,70.57396208,15,2,6,2,71.67059668,68.67665012,12,20,66.65889442,1990,5,5,6,70.33397033,15,71.95176946,73.38427443,3,1,2,1,0,0.0 
70.44455435,0,15,73.07911376,11,3,4,2,74.68643201,75.16665098,18,23,74.50344395,1987,3,8,6,69.98467517,33,71.95176946,75.48226069,5,1,5,2,1,0.0 
55.57808492,25,0,59.26138002,8,3,6,2,69.6708332,44.97202792,9,20,52.28420772,1988,6,9,10,54.34424116,31,72.81496823,55.55595146,2,2,4,2,0,0.0 
81.55817068,25,0,79.83956868,16,5,5,2,83.85439911,80.76979032,12,24,81.03064359,1984,4,13,5,77.76472787,10,80.52038403,86.60347392,6,2,6,1,1,0.0 
81.55817068,25,0,82.22884332,9,3,5,2,83.85439911,85.91258485,12,23,88.87519312,1984,3,13,8,84.76955472,35,85.80757561,82.15236745,5,1,2,2,1,0.0 
70.44455435,0,0,75.4194169,25,5,6,2,79.53777651,69.6943504,27,31,85.1897245,1990,5,6,10,74.01103133,30,80.52038403,73.51731123,6,1,5,2,1,0.0 
85.16608081,0,0,80.57883545,25,3,4,2,76.68619548,78.01050714,26,30,77.76704377,1980,9,15,3,76.98950202,5,79.98567074,82.34645282,5,1,11,2,1,0.0 
66.69170125,0,30,72.82009786,24,5,8,2,71.67059668,69.11989267,15,36,70.81797534,1978,3,16,12,70.33397033,16,74.69847916,73.32322586,6,1,4,2,1,0.0 
85.31102379,10,30,76.37394232,7,3,5,1,81.00281808,76.33339972,10,15,81.92612469,1984,1,12,6,65.88168347,19,81.05509732,79.69025602,5,1,2,2,1,0.0 
